visual_case_id,dataset_case_id,question_id,evidence_scope,source_agent,day,start_time,end_time,granularity,caption_text,target_frame_time,raw_key,video_path_or_url,extraction_status_planned,reason
VA_DEMO_001,DV01_DEMO_001,1078,history_only,Shure,5,18:41:00.00,18:41:30.00,30sec,"I began by turning around, then adjusting my glasses. I then walked forward towards a wooden gate, during which I sang, ""Shure: Sakira, how should I describe you the best?"". Following this, I sang a few lines of a song. I then slightly moved the large wooden door. I turned around again and looked down at my phone, reading a summary. After reading it, I touched my nose and continued to look at the summary on my phone. After reading it, I said ""Shure: I, I, I remember, I also remember."" I continued to send voice messages using my phone. While doing so, I said, ""Shure: I remember faces very slowly,"" followed by sending additional voice messages intermittently. Next I said, ""Shure: Well, not really faces."" Then, I stated, ""Shure: I remember names slowly."" Finally, I said, ""Shure: Faces are actually okay."" I waved my left hand and then continued to walk around the yard area.",18:41:15.00,DAY5_A6_SHURE_18410000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_001,DV01_DEMO_001,1078,history_only,Shure,5,18:41:00.00,18:41:30.00,30sec,"I began by turning around, then adjusting my glasses. I then walked forward towards a wooden gate, during which I sang, ""Shure: Sakira, how should I describe you the best?"". Following this, I sang a few lines of a song. I then slightly moved the large wooden door. I turned around again and looked down at my phone, reading a summary. After reading it, I touched my nose and continued to look at the summary on my phone. After reading it, I said ""Shure: I, I, I remember, I also remember."" I continued to send voice messages using my phone. While doing so, I said, ""Shure: I remember faces very slowly,"" followed by sending additional voice messages intermittently. Next I said, ""Shure: Well, not really faces."" Then, I stated, ""Shure: I remember names slowly."" Finally, I said, ""Shure: Faces are actually okay."" I waved my left hand and then continued to walk around the yard area.",18:41:25.00,DAY5_A6_SHURE_18410000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,current_only,Shure,5,12:58:30.00,12:59:00.00,30sec,"I am sitting down, presumably waiting for my computer to run; I am using my laptop. I can hear Tasha exclaim, ""This must be fate,"" followed by Jake saying, ""Haha, shut it off, shut it off!"" Jake then walks over to my location. I then hear Tasha laughing. Subsequently, I adjust my glasses, then proceed to take them off. I then hand the glasses to Jake.",12:58:35.00,DAY5_A6_SHURE_12583000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,current_only,Shure,5,12:58:30.00,12:59:00.00,30sec,"I am sitting down, presumably waiting for my computer to run; I am using my laptop. I can hear Tasha exclaim, ""This must be fate,"" followed by Jake saying, ""Haha, shut it off, shut it off!"" Jake then walks over to my location. I then hear Tasha laughing. Subsequently, I adjust my glasses, then proceed to take them off. I then hand the glasses to Jake.",12:58:45.00,DAY5_A6_SHURE_12583000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,current_only,Shure,5,12:58:30.00,12:59:00.00,30sec,"I am sitting down, presumably waiting for my computer to run; I am using my laptop. I can hear Tasha exclaim, ""This must be fate,"" followed by Jake saying, ""Haha, shut it off, shut it off!"" Jake then walks over to my location. I then hear Tasha laughing. Subsequently, I adjust my glasses, then proceed to take them off. I then hand the glasses to Jake.",12:58:55.00,DAY5_A6_SHURE_12583000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,current_only,Jake,5,12:59:30.00,13:00:00.00,30sec,"Alright, here's what happened: I began by expressing my confusion about what to do. I'm standing in a room, where a group is discussing something regarding ""Dali"" and potential costs. Katrina is touching her head, and Lucy and Alice are watching Tasha. I'm trying to get a sense of the situation, and I asked ""How much?"" and interjected with ""Dali is also..."". People around me are mentioning ""a villa,"" ""rental type,"" and that it's ""not very expensive,"" estimating ""double"" the cost, and referring to an ""entire rental BnB."" I then started walking towards Katrina while they were discussing if they should tell me the ""whole thing"" and then someone says ""About 2,000 a month."" Katrina puts on her glasses. Someone handed me a power bank. I started to say something about a day to get an estimate. Everyone's chatting around me while I try to get a grip on the Dali situation.",12:59:35.00,DAY5_A1_JAKE_12593000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,current_only,Jake,5,12:59:30.00,13:00:00.00,30sec,"Alright, here's what happened: I began by expressing my confusion about what to do. I'm standing in a room, where a group is discussing something regarding ""Dali"" and potential costs. Katrina is touching her head, and Lucy and Alice are watching Tasha. I'm trying to get a sense of the situation, and I asked ""How much?"" and interjected with ""Dali is also..."". People around me are mentioning ""a villa,"" ""rental type,"" and that it's ""not very expensive,"" estimating ""double"" the cost, and referring to an ""entire rental BnB."" I then started walking towards Katrina while they were discussing if they should tell me the ""whole thing"" and then someone says ""About 2,000 a month."" Katrina puts on her glasses. Someone handed me a power bank. I started to say something about a day to get an estimate. Everyone's chatting around me while I try to get a grip on the Dali situation.",12:59:45.00,DAY5_A1_JAKE_12593000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,current_only,Jake,5,12:59:30.00,13:00:00.00,30sec,"Alright, here's what happened: I began by expressing my confusion about what to do. I'm standing in a room, where a group is discussing something regarding ""Dali"" and potential costs. Katrina is touching her head, and Lucy and Alice are watching Tasha. I'm trying to get a sense of the situation, and I asked ""How much?"" and interjected with ""Dali is also..."". People around me are mentioning ""a villa,"" ""rental type,"" and that it's ""not very expensive,"" estimating ""double"" the cost, and referring to an ""entire rental BnB."" I then started walking towards Katrina while they were discussing if they should tell me the ""whole thing"" and then someone says ""About 2,000 a month."" Katrina puts on her glasses. Someone handed me a power bank. I started to say something about a day to get an estimate. Everyone's chatting around me while I try to get a grip on the Dali situation.",12:59:55.00,DAY5_A1_JAKE_12593000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,history_only,Katrina,2,12:05:30.00,12:06:00.00,30sec,"I initiate a turn, and then proceed to descend a set of stairs while holding a sheet of stickers. Throughout my descent, I overhear a conversation where Tasha describes someone as the ""core strategist of the team,"" elaborating on their commanding and operational management roles. Alice then inquires about the person's appearance, to which Tasha responds that ""this is their AD,"" further explaining that they are currently selecting for the AD role. Upon reaching the bottom of the stairs, I enter a room where others are gathered and push my glasses up the bridge of my nose. The discussion continues, with Tasha remarking on a resemblance between someone and Yang Jian, prompting laughter from both Tasha and Alice. I sit down at a table with stickers and a pen, and begin to write something on a piece of paper. I briefly look up at Jake who is in the room, then proceed to tear a sticker from the sheet. Katrina then instructs ""Write down the names."" Then, I stand up while tearing another sticker from the sheet.",12:05:35.00,DAY2_A5_KATRINA_12053000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,history_only,Katrina,2,12:05:30.00,12:06:00.00,30sec,"I initiate a turn, and then proceed to descend a set of stairs while holding a sheet of stickers. Throughout my descent, I overhear a conversation where Tasha describes someone as the ""core strategist of the team,"" elaborating on their commanding and operational management roles. Alice then inquires about the person's appearance, to which Tasha responds that ""this is their AD,"" further explaining that they are currently selecting for the AD role. Upon reaching the bottom of the stairs, I enter a room where others are gathered and push my glasses up the bridge of my nose. The discussion continues, with Tasha remarking on a resemblance between someone and Yang Jian, prompting laughter from both Tasha and Alice. I sit down at a table with stickers and a pen, and begin to write something on a piece of paper. I briefly look up at Jake who is in the room, then proceed to tear a sticker from the sheet. Katrina then instructs ""Write down the names."" Then, I stand up while tearing another sticker from the sheet.",12:05:45.00,DAY2_A5_KATRINA_12053000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,history_only,Katrina,2,12:05:30.00,12:06:00.00,30sec,"I initiate a turn, and then proceed to descend a set of stairs while holding a sheet of stickers. Throughout my descent, I overhear a conversation where Tasha describes someone as the ""core strategist of the team,"" elaborating on their commanding and operational management roles. Alice then inquires about the person's appearance, to which Tasha responds that ""this is their AD,"" further explaining that they are currently selecting for the AD role. Upon reaching the bottom of the stairs, I enter a room where others are gathered and push my glasses up the bridge of my nose. The discussion continues, with Tasha remarking on a resemblance between someone and Yang Jian, prompting laughter from both Tasha and Alice. I sit down at a table with stickers and a pen, and begin to write something on a piece of paper. I briefly look up at Jake who is in the room, then proceed to tear a sticker from the sheet. Katrina then instructs ""Write down the names."" Then, I stand up while tearing another sticker from the sheet.",12:05:55.00,DAY2_A5_KATRINA_12053000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,history_only,Jake,3,15:23:30.00,15:24:00.00,30sec,"The video starts as I ascend a set of stairs outdoors, accompanied by a group of people, when Lucia exclaims about the heat. As we reach the top of the stairs, we encounter a crossroads where Shure initiates a conversation about the universe and the sky, prompting a pause in our journey. Shure asks which way to go and Katrina suggests a direction. Jake agrees to follow Katrina's lead. Lucia jokingly proposes a random selection of paths. Ultimately, we decide to proceed to the right. Tasha pauses to look down, and I momentarily glance back at both Tasha and Shure. Lucia inquires if we're dividing into groups. Jake responds that they are contemplating. Jake then comments that they are making a historical decision.",15:23:35.00,DAY3_A1_JAKE_15233000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,history_only,Jake,3,15:23:30.00,15:24:00.00,30sec,"The video starts as I ascend a set of stairs outdoors, accompanied by a group of people, when Lucia exclaims about the heat. As we reach the top of the stairs, we encounter a crossroads where Shure initiates a conversation about the universe and the sky, prompting a pause in our journey. Shure asks which way to go and Katrina suggests a direction. Jake agrees to follow Katrina's lead. Lucia jokingly proposes a random selection of paths. Ultimately, we decide to proceed to the right. Tasha pauses to look down, and I momentarily glance back at both Tasha and Shure. Lucia inquires if we're dividing into groups. Jake responds that they are contemplating. Jake then comments that they are making a historical decision.",15:23:45.00,DAY3_A1_JAKE_15233000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_002,DV01_DEMO_002,617,history_only,Jake,3,15:23:30.00,15:24:00.00,30sec,"The video starts as I ascend a set of stairs outdoors, accompanied by a group of people, when Lucia exclaims about the heat. As we reach the top of the stairs, we encounter a crossroads where Shure initiates a conversation about the universe and the sky, prompting a pause in our journey. Shure asks which way to go and Katrina suggests a direction. Jake agrees to follow Katrina's lead. Lucia jokingly proposes a random selection of paths. Ultimately, we decide to proceed to the right. Tasha pauses to look down, and I momentarily glance back at both Tasha and Shure. Lucia inquires if we're dividing into groups. Jake responds that they are contemplating. Jake then comments that they are making a historical decision.",15:23:55.00,DAY3_A1_JAKE_15233000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_003,DV01_DEMO_003,313,current_only,Tasha,6,21:09:30.00,21:10:00.00,30sec,"The video begins with my point of view as I stand in a room with several friends. Katrina is speaking, questioning why someone always wants to take pictures of her and another friend, even though they often take couple photos, and wonders why he insists on taking pictures with them. I am mostly silent, observing the conversation and listening attentively to Katrina's remarks. Nicous makes a comment about a good student. Then, Shure suggests opening champagne, and Jake agrees. Nicous mentions the invitation of someone, leading to a discussion about relationships and friendships. I remain mostly observant. Katrina describes her close male friends, saying that she is close to them and if she calls them they will come. Shure and Katrina mention someone being in Beijing. Nicous offers an explanation. I look at Nicous. Then, Katrina questions why they can't invite good friends. Liu Ting asks, ""What do you mean, help you eat? Don't you want to eat it yourself?"". The discussion continues among my friends, and I continue to record from my perspective, capturing the ongoing interactions and dialogue.",21:09:35.00,DAY6_A3_TASHA_21093000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_003,DV01_DEMO_003,313,current_only,Tasha,6,21:09:30.00,21:10:00.00,30sec,"The video begins with my point of view as I stand in a room with several friends. Katrina is speaking, questioning why someone always wants to take pictures of her and another friend, even though they often take couple photos, and wonders why he insists on taking pictures with them. I am mostly silent, observing the conversation and listening attentively to Katrina's remarks. Nicous makes a comment about a good student. Then, Shure suggests opening champagne, and Jake agrees. Nicous mentions the invitation of someone, leading to a discussion about relationships and friendships. I remain mostly observant. Katrina describes her close male friends, saying that she is close to them and if she calls them they will come. Shure and Katrina mention someone being in Beijing. Nicous offers an explanation. I look at Nicous. Then, Katrina questions why they can't invite good friends. Liu Ting asks, ""What do you mean, help you eat? Don't you want to eat it yourself?"". The discussion continues among my friends, and I continue to record from my perspective, capturing the ongoing interactions and dialogue.",21:09:45.00,DAY6_A3_TASHA_21093000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_003,DV01_DEMO_003,313,current_only,Tasha,6,21:09:30.00,21:10:00.00,30sec,"The video begins with my point of view as I stand in a room with several friends. Katrina is speaking, questioning why someone always wants to take pictures of her and another friend, even though they often take couple photos, and wonders why he insists on taking pictures with them. I am mostly silent, observing the conversation and listening attentively to Katrina's remarks. Nicous makes a comment about a good student. Then, Shure suggests opening champagne, and Jake agrees. Nicous mentions the invitation of someone, leading to a discussion about relationships and friendships. I remain mostly observant. Katrina describes her close male friends, saying that she is close to them and if she calls them they will come. Shure and Katrina mention someone being in Beijing. Nicous offers an explanation. I look at Nicous. Then, Katrina questions why they can't invite good friends. Liu Ting asks, ""What do you mean, help you eat? Don't you want to eat it yourself?"". The discussion continues among my friends, and I continue to record from my perspective, capturing the ongoing interactions and dialogue.",21:09:55.00,DAY6_A3_TASHA_21093000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_003,DV01_DEMO_003,313,current_only,Shure,6,21:14:00.00,21:14:30.00,30sec,"I started off by exclaiming, ""Hahaha, come on, come on, ego life, hey,"" while gesturing with my right hand towards the group gathered. The camera then captured the scene as we prepared for a celebration, raising our glasses in unison. Jake enthusiastically said ""Yeah!"" as we celebrated, a male guest chimed in with an ""Okay,"" and then we all took sips from our glasses. Liuting reassured us, ""No worries, there will be more,"" as she adjusted her glasses. I then jokingly inquired, ""Who asked for a refill?"" while observing everyone around me. Lucia stated, ""There's more. Haven't finished pouring yet."" We engaged in a conversation, discussing some methods, with Jake and I responding with ""OK."" He followed up with, ""Where were we?"" before I took a few steps away from the group. I turned around, adjusted my glasses, and continued to walk a few more steps. In the background, I could hear Katrina saying, ""I really want to know. So, he broke up with me in November,"" followed by Alice, who replied, ""Thanks.""",21:14:05.00,DAY6_A6_SHURE_21140000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_003,DV01_DEMO_003,313,current_only,Shure,6,21:14:00.00,21:14:30.00,30sec,"I started off by exclaiming, ""Hahaha, come on, come on, ego life, hey,"" while gesturing with my right hand towards the group gathered. The camera then captured the scene as we prepared for a celebration, raising our glasses in unison. Jake enthusiastically said ""Yeah!"" as we celebrated, a male guest chimed in with an ""Okay,"" and then we all took sips from our glasses. Liuting reassured us, ""No worries, there will be more,"" as she adjusted her glasses. I then jokingly inquired, ""Who asked for a refill?"" while observing everyone around me. Lucia stated, ""There's more. Haven't finished pouring yet."" We engaged in a conversation, discussing some methods, with Jake and I responding with ""OK."" He followed up with, ""Where were we?"" before I took a few steps away from the group. I turned around, adjusted my glasses, and continued to walk a few more steps. In the background, I could hear Katrina saying, ""I really want to know. So, he broke up with me in November,"" followed by Alice, who replied, ""Thanks.""",21:14:15.00,DAY6_A6_SHURE_21140000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
VA_DEMO_003,DV01_DEMO_003,313,current_only,Shure,6,21:14:00.00,21:14:30.00,30sec,"I started off by exclaiming, ""Hahaha, come on, come on, ego life, hey,"" while gesturing with my right hand towards the group gathered. The camera then captured the scene as we prepared for a celebration, raising our glasses in unison. Jake enthusiastically said ""Yeah!"" as we celebrated, a male guest chimed in with an ""Okay,"" and then we all took sips from our glasses. Liuting reassured us, ""No worries, there will be more,"" as she adjusted her glasses. I then jokingly inquired, ""Who asked for a refill?"" while observing everyone around me. Lucia stated, ""There's more. Haven't finished pouring yet."" We engaged in a conversation, discussing some methods, with Jake and I responding with ""OK."" He followed up with, ""Where were we?"" before I took a few steps away from the group. I turned around, adjusted my glasses, and continued to walk a few more steps. In the background, I could hear Katrina saying, ""I really want to know. So, he broke up with me in November,"" followed by Alice, who replied, ""Thanks.""",21:14:25.00,DAY6_A6_SHURE_21140000.mp4,,missing_video_source,selected from top-k evidence; preferred 30sec evidence for visual audit; 30sec_window: target times at start+5s/start+15s/start+25s; no local frame/video or remote video URL found for this evidence window
