visual_case_id,dataset_case_id,question_id,split,question,answer,category,current_only_caption,historical_caption,contact_sheet_path,extracted_frame_paths,extraction_status,qa_answer_visually_plausible,caption_matches_frames,current_only_enough,history_adds_value,keep_for_ppt,notes
VA_EVAL_001,DV01_EVAL_005,20,eval_lite,Who laughed the most during the conversation about who the water bottle belonged to?,It was mostly Jake who found it hilarious.,social_interaction,"[current_only rank=1 source=Jake D1 19:26:00.00-19:26:30.00 30sec] I see Alice placing flowers on the table, commenting on the quantity given. Katrina questions whose water bottle it is and suggests using it to water the plants. I chuckle to myself, ""Hehehe... Hahahahaha."" Alice states she just opened the water, and laughs, believing it was her morning drink. Meanwhile, Katrina is setting up to water the flowers. I jokingly reveal, ""Actually, I knew it. Hehe,"" before discovering it was Tasha's water. Katrina jokes about ""trying to create some drama"" while I chuckle again, ""Hahaha."" I then proceed to wipe the plate while Katrina is tidying up the flowers on the table. I then turn to everyone near the table, suggesting, ""Let's add some sound effects to the background music."" Lucia responds with ""Hey, Siri,"" followed by ""Ah, ask Siri to play a song."" We all talk and laugh together, and I respond with, ""OK."" [current_only rank=2 source=Jake D1 19:25:30.00-19:26:00.00 30sec] The video begins with me standing at a table cluttered with unwashed plates, surrounded by others. Jake initiates the conversation, followed by Lucia suggesting dilution. I observe the dirty dishes and overhear Katrina recommending 0.3 liters of water per pack. I grab a wet wipe, while Katrina clarifies that there are already 3 liters of water. Lucia agrees, and Alice questions the 0.3 liters for something th...","[history_only rank=1 source=Lucia D1 13:31:30.00-13:32:00.00 30sec] the video begins with me making space on a table covered in a red and white checkered tablecloth, laden with various items. I state, ""Move this a bit,"" as I move a black box, followed by, ""This is mine,"" and ""My glasses case,"" indicating ownership of the items I'm organizing. Tasha then opens the box, taking things out. I notice a bottle of mineral water, saying, ""Hey, this water is..."" Tasha responds, ""Unopened, right?"" and I confirm, ""It's unopened. Can I open a bottle?"". I express my desire to know who the water belongs to. After examining another bottle, I state, ""Ah, this bottle is opened,"" implying it's not suitable for me, and I mention, ""I'm a bit thirsty."" Subsequently, I proceed to open a new bottle and comment, ""This bottle seems unopened."" Jake suggests, ""How about we put a name tag on it?"". Finally, I take a drink from the bottle as Jake mentions, ""There are those little stickers."" [history_only rank=2 source=Alice D1 13:11:00.00-13:11:30.00 30sec] we're sitting around a table covered in a red and white checkered tablecloth, working on a wooden jigsaw puzzle that seems mostly complete. Jake initiates the discussion by asking, ""Who did this belong to?"", to which Tasha responds, ""This doesn't belong to anyone."" I then pick up a puzzle piece to examine it, and Katrina says, ""Ah, okay."" Shure declar...",contact_sheets/VA_EVAL_001.png,,frames_missing,,,,,,
VA_EVAL_002,DV01_EVAL_024,408,eval_lite,Who led the meeting while balancing other tasks simultaneously?,Tasha organized participants' attendance while managing chats.,task_coordination,"[current_only rank=1 source=Tasha D1 20:32:30.00-20:33:00.00 30sec] I began by sending a meme and then continued to browse on my phone, engaging with various applications. I then replied to a message received on my phone, and afterwards, resumed browsing. I transitioned to the Tencent Meeting application on my phone, and subsequently opened the chat box feature within the application. I then returned to the main Tencent Meeting screen, where ""Tasha"" stated, ""Mm-hmm, now the meeting starts. Then I'll take attendance. So, um..."" I am currently participating in a meeting with others through the application. [current_only rank=2 source=Tasha D1 20:29:00.00-20:29:30.00 30sec] the video starts with Lucia's voice uttering, ""Oh, oh, oh."" Subsequently, Alice's voice is heard, remarking, ""Seeing you gives me a sense of déjà vu, oh yeah."" Throughout this audio backdrop, I am actively engaged in multiple tasks. I am browsing on my phone, holding it in my hands. Simultaneously, I am drawing on a nearby whiteboard, utilizing a marker. This pattern of alternating between phone browsing and whiteboard drawing continues, showcasing a multitasking approach. At some point I start using the phone to choose any button.","[history_only rank=1 source=Jake D1 11:10:00.00-11:10:30.00 30sec] Alright, everyone is here, so I'm initiating the meeting by asking everyone to mark their presence or attendance on my phone. I position the phone in front of each person seated around the table, starting with the individual nearest to me, verbally prompting them to ""mark it."" I ensure that ""each person marks it"" and instruct them to ""pass it along and mark it."" I hand the phone to Katrina, confirming she can see the screen by asking, ""You can see it, right?"" Katrina then hands it to Alice, who subsequently passes it on to Tasha. After Tasha marks her attendance, I reclaim the phone, stating, ""Alright, all done marking."" I then declare, ""Okay,"" before proceeding to turn off the phone. Following this, I briefly turn the phone back on before putting it away. I then walk towards a small tripod that's set up in the room. I announce that ""So today we're just going to discuss a bit,"" explaining that we will ""discuss this morning,"" particularly ""what should we do on our last day?"" I pause, adding, ""And then maybe..."" as I prepare to continue facilitating the meeting and discussion, and I say ""Hmm..."" as I ponder next steps. [history_only rank=3 source=Tasha D1 11:23:00.00-11:23:30.00 30sec] The video begins with a view of a meeting taking place at a table, where I input something on my device while Katrina acknowled...",contact_sheets/VA_EVAL_002.png,,frames_missing,,,,,,
VA_EVAL_003,DV01_EVAL_009,871,eval_lite,What misunderstanding did Shure and Violet have about the travel timings?,They disagreed on the duration and transfers required for a particular trip.,theory_of_mind,"[current_only rank=1 source=Shure D1 21:21:30.00-21:22:00.00 30sec] I begin by using my phone, interacting with a conversation. The message displayed says, ""Shure: Hey."" Then, I continue to navigate on my phone, revealing texts from ""Violet"" saying ""Violet: I should"", indicating a possible need to purchase a ticket. Violet continues ""Violet: I'm busy on the 25th, and drinking with friends on the 26th"", and following it ""Violet: The 27th is not planned yet."" I momentarily touch my nose while I'm texting with her. Then, I pick up my chopsticks and begin stirring the dough. A message from Shure reads ""Shure: Disney."" I then pick up a bite of noodles with my chopsticks and proceed to eat them. Violet's message continues ""Violet: But you're only arriving on the 26th."" These noodles look incredibly delicious. [current_only rank=2 source=Shure D1 21:23:00.00-21:23:30.00 30sec] I am in what appears to be a small restaurant, possibly in China, with my girlfriend Shure. We're sitting at a teal table with a menu in front of us, and I have a large bowl of noodles with green peppers and meat in front of me. Shure is eating from a smaller plate across from me. I am looking at tickets for our trip on my phone, discussing travel plans with her. I suggest, ""You'd be better off taking the high-speed train,"" regarding travel through Beijing, but she responds that ""Beijing is just going to thro...","[history_only rank=1 source=Shure D1 11:52:30.00-11:53:00.00 30sec] I begin by writing on a whiteboard, detailing event planning notes related to ""coffee and alcohol,"" specifically labeled as ""C plus A."" I pause momentarily, stepping back from the whiteboard to observe my friends, Katrina, Shure, Jake, and Alice, who are also involved in the planning. Shure is explaining the duration of the event, mentioning ""an afternoon"" as the timeframe. Katrina inquires about the drinks required, questioning if ""just providing some drinks should be enough."" I actively listen to their opinions while Alice occupies herself with fiddling with nearby flowers. Katrina continues to describe the event's structure, dividing it into a ""city part"" and a ""drink part."" Shure confirms details. I then adjust my glasses, focusing on Katrina as she speaks, and continue watching the discussion. Katrina explores the need for additional programs beyond drinks, prompting Jake to consider possibilities, and he gestures to emphasize his thoughts. [history_only rank=2 source=Shure D1 20:58:30.00-20:59:00.00 30sec] Okay, here's the caption:\nThe video begins at night on a campus path. I hear Violet say, ""And catch a glimpse or two,"" to which Shure replies, ""A glimpse or two?"" A person appears in front of us. Shure says, ""Okay,"" as I pass by him. Then, my girlfriend and I continue walking forward. We seem to be...",contact_sheets/VA_EVAL_003.png,,frames_missing,,,,,,
VA_EVAL_004,DV01_EVAL_020,1396,eval_lite,Who watched television the most on DAY3?,Shure,environmental_interaction,"[current_only rank=1 source=Alice D3 19:59:00.00-19:59:30.00 30sec] I am walking toward the kitchen on the first floor of the house. ""Jake: Okay,"" Jake said. I then turn around to look into the living room. I am holding blueberries in my hand, which I then examine and express my distaste with, saying ""This is so sour."" I walk towards the kitchen, where I see Shure and Katrina washing and preparing ingredients. I hear, ""Alice: Are you giving it another massage?"" and notice Shure is watching TV and working at the counter. ""Shure: Almost."" ""Katrina: Talking about a secret recipe. Stay tuned."" I then ask Katrina, ""Alice: Secret recipe. How do you make it?"" I eat a blueberry and hear ""Katrina: It's passed down from his mom."" I watch Shure as he washes items at the counter. ""Jake: From the time of Emperor Qin Shi Huang, which year exactly?"" Jake joins the conversation. I watch as Shure sniffed the washed ingredients. ""Shure: Not much."" Katrina laughs, ""Katrina: Hahaha, finally Shure,"" and Shure continues to sniff the items. [current_only rank=2 source=Shure D3 19:32:00.00-19:32:30.00 30sec] I am in the kitchen, multitasking by watching a TV series on a tablet while preparing chicken wings. I'm using my left hand to press down on a chicken wing while my right hand uses a knife to make cuts. The cuts are intended to help the chicken wings absorb flavors better during cooking. I cont...","[history_only rank=1 source=Shure D2 18:35:00.00-18:35:30.00 30sec] standing with a drink in hand, I say ""One there, one here,"" as Choiszt, who mentions his hands are wet, hands a drink to Nicous. Tasha then laughs, saying ""Ha."" I suggest, ""Move over here,"" and ""We'll squeeze in."" I proceed to move my stool slightly. Then I say, ""Someone in the middle,"" after which Choiszt suggests, ""Or we could set up another one below."" I then move the stool back a bit, stating, ""It's okay, just sit down."" I adjust my glasses and look around at everyone. Tasha comments, ""He doesn't need to watch TV,"" followed by, ""He needs to observe the volunteers."" I glance up at the television screen again before looking toward the tablet situated in the corner of the room. Choiszt then asks, ""What kind of TV movie is this?"" and I respond, ""Charlotte's Troubles, haha."" [history_only rank=2 source=Shure D3 16:10:30.00-16:11:00.00 30sec] The video starts with me sitting in a racing arcade game, apparently on ""DAY3"", with the tag ""A6_SHURE"" visible in the upper right. I am speaking with Katrina, asking her if I only need to use the gas and brake pedals, and she confirms, chuckling first. Shure also confirms, giving me the okay. Then, Jake speaks, asking if the tokens are used up or if there are more. Shure says there's only one left. I then have a brief exchange with Jake about the remaining token, and I h...",contact_sheets/VA_EVAL_004.png,,frames_missing,,,,,,
VA_EVAL_005,DV01_EVAL_008,615,eval_lite,How did the group divide roles around the projector troubleshooting?,"Jake handled the physical setup, and Lucia played with interactive features.",task_coordination,"[current_only rank=1 source=Alice D5 12:30:00.00-12:30:30.00 30sec] I captured the fun we were having on Day 5, as marked. I began by inquiring about how to perform the hand gestures for shadow puppets. Lucia responded that she couldn't quite do it, describing the sound it made as ""toot toot toot"". She then questioned what the shadow puppet looked like. Jake chimed in, suggesting it resembled an ""Ostrich,"" then ""Peacock"", which I agreed with, saying ""Oh, yeah."" Tasha offered the observation that it looked like a deer. As we continued to create shadow puppets, Jake then described a ""Rooster comb"". Lucia then pointed out the coincidence of us making the same gestures, proceeding to assign roles, declaring, ""You're the deer, and I'm the peacock, hahaha."" I then recall that I remembered I used to be able to do it. We laughed together happily as we continued to play with the shadows projected on the blue screen behind a table cluttered with dishes, food containers, drinks, chopsticks, and a vase of flowers. [current_only rank=2 source=Alice D5 12:29:30.00-12:30:00.00 30sec] I am at the dining table with various food items, including dishes, containers of grapes, drinks, and a bowl of food. I use chopsticks to pick up vegetables from the bowl and eat them. In the background, a projector displays shadows on the screen. I hear Lucia say, ""Isn't it fun?"" and ""And also this, this."" Se...","[history_only rank=1 source=Lucia D2 16:03:30.00-16:04:00.00 30sec] the video, labeled ""DAY2"" and ""A4_LUCIA"" with a timestamp of 16:03:30:00, captures a scene within a brightly lit room featuring a large projector screen displaying video content. The room contains a table with two chairs, flanked by two freestanding light panels. Initially, I am actively performing a series of continuous actions which are observed by another person and this person, named Shure, then questions if the video is being played at 0.5x speed, to which he remarks ""Very smooth."". Subsequently, Lucia expresses ""Hey, wait, I made a mistake with my foot"" and then further elaborates ""It got stuck, right?"". The footage then shows the scene with minor adjustments to camera angle, showcasing the room's layout, including details such as the bed in an adjacent room, a trash can near the table, and a camera setup on a tripod. The video continues to play on the projector, displaying various segments of its content, including moments with visible text, and footage of people. As the video progresses towards the end, starting around timestamp 16:03:59:19, the recording then seems to show an arm on the right-side of the video. [history_only rank=2 source=Jake D1 17:20:30.00-17:21:00.00 30sec] Alright, from my perspective here in the supermarket, it's Day 1 of our grocery shopping trip at 17:20. First, Jake tells us...",contact_sheets/VA_EVAL_005.png,,frames_missing,,,,,,
VA_CONTROL_001,DV01_CONTROL_011,178,control,Why did Shure say the logo had a 'Cthulhu vibe'?,Because Alice thought it looked like a bird growing a willow tree.,social_interaction,"[current_only rank=1 source=Alice D4 12:49:00.00-12:49:30.00 30sec] I initially express my fondness, saying, ""I love it."" I then notice Shure walking around in the living room, and I address the cleaning lady, stating twice, ""Auntie, no one can go in there, yeah."" Subsequently, I pick up a sticker and, as Shure starts to walk out of my room, I ask him, ""Is this your designed logo?"" and ""Does this mean a bird growing a willow tree?"" Shure responds with a ""No."" I then inquire, ""Isn't this a bird?"" to which Shure shakes his head helplessly and then says, ""It is a bird, yes."" I follow up with, ""Is this a willow tree?"" Shure proceeds to explain the meaning of the stickers, clarifying, ""It's more like a Cthulhu vibe. You know?"" while mimicking a bird flying. Finally, he confirms, ""Not a willow tree."" [current_only rank=2 source=Shure D4 12:49:00.00-12:49:30.00 30sec] I started by turning to the right to talk to my aunt as I walked forward, inquiring, ""He's not inside, right?"" I then turned left, followed by another left turn, and then turned right again. I heard Alice saying ""Auntie, no one is there, you can go in,"" then others saying ""You can go in."" I turned to the left. I then touched my eyes. Subsequently, I turned left to glance at the corner of the wall before walking to a mirror to check my reflection. I turned right. I paused to look at my phone, and I turned left again. I...","[history_only rank=1 source=Shure D3 15:12:00.00-15:12:30.00 30sec] This morning, during my visit to Beiyou Haidian campus on Day 3, I was looking for a taxi near a tree when I saw something incredible. As I glanced upward, I noticed the tree was full of birds. Initially, I exclaimed, ""Wow, what a big bird!"" It was an unusual sight, as I am used to seeing smaller sparrows in the south. I had never seen birds this big. I was chatting with my friend, Shure, when I looked up and saw the tree full of them. It was quite a scary experience. I noticed there was a path with people walking by, as I walked along. We later determined they were crows. [history_only rank=2 source=Katrina D4 12:02:30.00-12:03:00.00 30sec] The video begins with me walking forward, holding my phone and a sticker while Lucia compliments it. I respond, mentioning the logo design cost $3,000, then briefly look at the sticker. I continue walking forward, glancing around. Katrina remarks on the price. I then kick a doll on the floor. I turn around to look at Lucia, then turn back to the whiteboard, as Jake and Katrina comment on it, with Jake asking, ""What's this?"" and Katrina saying, ""Wow."" Jake then asks what the board is called. I place the sticker down, turn, and walk a few more steps, identifying it as a ""Bird Dictionary"" and saying ""I think it fits the theme too."" After that, I walk to the side of a table...",contact_sheets/VA_CONTROL_001.png,,frames_missing,,,,,,
VA_CONTROL_002,DV01_CONTROL_003,652,control,How did the group determine it was possible to set off fireworks for the New Year?,Shure confirmed it was allowed this year.,task_coordination,"[current_only rank=1 source=Shure D5 19:44:00.00-19:44:30.00 30sec] I'm walking alongside Jake and Shure, and our conversation revolves around buying and setting off fireworks, possibly around the New Year timeframe. Jake repeatedly says ""Buy fireworks"" and ""Set off fireworks."" Shure also mentions ""Buy fireworks."" Katrina adds, ""For the New Year."" I vocalize agreement, ""Ah."" We are walking back, taking steps in that direction. I hear someone ask if we can set off fireworks in a certain location, and Shure confirms, ""Yes, we can this year"" and clarifies that it wasn't possible a few years ago. Jake then comments that Nanyang Technological University doesn't allow it because it's a ""military controlled area."" Someone else brings up Zui not setting off sparklers, to which Jake replies, ""What are sparklers even?"". I then chuckle, ""Hahahahaha"" with Katrina laughing as well, and Lucia asks, ""Ah, which committee?"". I wave my right hand at times during the conversation. [current_only rank=2 source=Lucia D5 19:44:00.00-19:44:30.00 30sec] As I walk forward at night, my head turns back momentarily as I hear Jake say, ""Buy fireworks"". I turn forward again, continuing to walk as I hear Jake add, ""Buy fireworks and set them off."" Katrina chimes in, ""For New Year."" Jake responds, ""Ah."" Many twinkling lights can be seen ahead as I move. Jake asks, ""Can you set off fireworks where you are?""...","[history_only rank=1 source=Katrina D5 12:40:00.00-12:40:30.00 30sec] I am currently holding my phone in my right hand and scrolling through the comment section of a video. Prior to this, I pressed the volume button on my phone. I can hear Lucia saying, ""Wasn't Hema always owned by,"" followed by ""That side of Alibaba?"" Shure confirms, ""Alibaba."" As I hold my phone up, scrolling, Jake leans back in his seat, and I overhear him saying, ""Alibaba isn't having a good time."" Lucia then adds, ""Seems like it,"" and continues with, ""This year on Taobao,"" and ""Starting at the beginning of the year,"" and ""Taobao has been developing new markets,"" ending with ""Market strategies."" Shure is currently typing quickly on a nearby device. Other people are present in the room, using laptops, and a projector screen is visible in the background. [history_only rank=2 source=Lucia D5 12:40:00.00-12:40:30.00 30sec] I am sitting down and listening to a conversation about Alibaba and Taobao. Lucia starts by asking, ""Hasn't Hema always been under Alibaba?"". Alice turns off her phone while Katrina responds, ""Recently, I heard it might be acquired."" I then turn my head to the right while Lucia says ""Ah."" Jake comments, ""Alibaba isn't doing well in Japan,"" and I turn to look directly at him as Lucia replies, ""Seems like it."" I am then in deep thought. Alice rubs her leg with her hand before picking up her...",contact_sheets/VA_CONTROL_002.png,,frames_missing,,,,,,
VA_CONTROL_003,DV01_CONTROL_012,1262,control,"When Alice was photographing the scene and putting her phone and power bank back, and Shure was heading to the bathroom while on a call, what was Jake doing?",Setting up a reflector in the living room near the dining area.,temporal_reasoning,"[current_only rank=1 source=Alice D4 13:15:30.00-13:16:00.00 30sec] I am currently at the dining table, which is laden with containers of dumplings and other dishes. I begin by taking a photograph of the food spread on the table using my phone. Immediately after, I place the phone back on the table, followed by a white power bank. Shure is seen walking into the bathroom, which is visible in the background. While this is happening, Jake brings a reflector up from downstairs and carefully positions it in the living room area. I hear Lucia, who is in the kitchen, saying, ""This. The cloth is oilier than the bowl."" Then Shure says, ""You look like, like, oh man."" [current_only rank=3 source=Shure D4 13:13:00.00-13:13:30.00 30sec] I begin by looking straight ahead while Katrina laughs. She asks if it's chive pancake, and Jake responds, questioning what she's touching. I proceed to walk towards the bathroom entrance. I then pick up my phone and begin using it as I slowly move around the living room area. Katrina asks about the ticket prices, specifically referencing front row seats. I hear Shure exclaim, ""Oh, success!"" and I adjust my glasses while Shure comments on the taste potentially being different but almost the same. I turn my head for another glance before resuming my walk forward. I look at Jake as he says, ""Then you should ask more,"" followed by a laugh. Jake walks past me...","[history_only rank=1 source=Jake D2 11:40:30.00-11:41:00.00 30sec] I am initially walking back and forth in the living room as Alice, Jake, and Tasha are conversing about emergency situations and school clinic fees. I then turn and head towards a shelf where I locate a white power bank. I briefly glance at my action camera before picking up the power bank. I walk over to the dining table, where Lucia and the others are sitting, and briefly hand the power bank to Lucia. I then take the power bank back, turn around, and plug a white data cable into it near a shelf. Finally, I am looking for a suitable place to put the power bank down. [history_only rank=2 source=Tasha D2 17:52:00.00-17:52:30.00 30sec] I am in what appears to be a dining area, with a large table in the center. Initially, I move a chair that's near the table. I say, ""Hmm, there's no one here,"" and subsequently sit down in the chair. I then say, ""Oh,"" after sitting down. I turn my head to look towards the others, who are near the kitchen area. I hear Shure say, ""Come on, let's set up the pot and the dishes and get ready to start."" I observe what they are doing. Alice asks, ""Is there anyone in the bathroom?"" Tasha responds, ""No idea."" Shure replies, ""I don't think so."" Tasha says, ""Probably not."" Shure says, ""No, we're all here"" and then, ""And that person is still in the café."" Alice stands up. Shure then states,...",contact_sheets/VA_CONTROL_003.png,,frames_missing,,,,,,
VA_CONTROL_004,DV01_CONTROL_007,995,control,"Why did Shure’s reaction suggest he was startled when Jake said 'Hi a bit, hi a bit'?",Shure turned to look at Jake after being focused on his computer.,theory_of_mind,"[current_only rank=1 source=Jake D5 11:21:00.00-11:21:30.00 30sec] The video begins with me bending over, presumably to place an order on my phone. I say, ""Jake: Get a few beef ""huoshao""."" Then Nicous picked up something out of frame and left. After that, I said ""Jake: That should be enough."" I then began to walk forward towards the stairs. I started ascending the stairs while holding my phone, navigating around a corner. I continued going up the stairs, making a payment on my phone during the ascent. Upon reaching the second floor, I entered the room. I saw a divorce letter and then Tasha left. I then greeted Shure, who was sitting on a chair playing on the computer. I said ""Jake: Hi a bit, hi a bit."" He responded with ""Shure: Sure."" [current_only rank=4 source=Shure D5 11:21:00.00-11:21:30.00 30sec] I am currently engaged in operating my computer. Initially, I am watching something on the screen and then proceed to enlarge the image. The image displayed is a t-shirt. Subsequently, I turn off the image and continue to operate the computer in silence. I am sitting at my desk, my hands actively engaged in typing. I am currently replying to a message, specifically to someone named Jake. I type out the message word by word, beginning with ""Jake: Morning"" and then ""Jake: Hey, a little bit, hey, a little bit"". Towards the end, I briefly glanced to my left.","[history_only rank=1 source=Shure D4 18:38:30.00-18:39:00.00 30sec] My perspective captures the living room, where I begin by saying something nonsensical, ""A panda in the Arctic Ocean, right?"", immediately questioning my own statement. Jake responds with, ""Style."" I then look toward Katrina and say, ""Style, whatever you like."" Jake echoes, ""Whatever I like,"" while looking over at the dining table. I shift my gaze to what Alice is holding, and then Jake leans in to see what has caught our attention. Jake exclaims, ""Oh damn,"" and reaches for Alice's glasses, taking them from her. Shortly after, I begin strumming a guitar. Jake then takes whatever he grabbed previously back to Alice and returns them. My gaze shifts to Katrina, and she briefly looks back at me, to which I respond, ""Ah."" I then start moving forward. Jake then walks over to the mirror and says ""Hello,"" leaning against it. I look back at Jake as he says, ""Hello, oh my god."" I strum the guitar a bit more as Jake is now looking at a computer, saying, ""Hi, haha, hi, hi."" He then picks up the computer, saying, ""Here we go, here we go, here we go,"" before standing up. [history_only rank=2 source=Alice D2 13:01:30.00-13:02:00.00 30sec] I am looking in the mirror, attempting to apply false eyelashes to my eyes. In the background, Shure is returning and putting drinks in the refrigerator, announcing ""I'm back"" and being w...",contact_sheets/VA_CONTROL_004.png,,frames_missing,,,,,,
VA_CONTROL_005,DV01_CONTROL_009,206,control,What made everyone laugh when Nicous was telling a story about his experience at the KTV?,Nicous accidentally recorded the wrong song in the KTV.,social_interaction,"[current_only rank=1 source=Shure D4 17:58:30.00-17:59:00.00 30sec] I begin by continuing to play the guitar, focusing on playing it slowly. Shure exclaims, ""Oh my gosh!"" seemingly commenting on the lack of smoothness in my playing. She then instructs, ""This, this, this is enough for you to press,"" as I point forward towards the sheet music, which I then enlarge. Shure continues, ""This is a big horizontal press,"" and then, ""It should be pressed like this, oh,"" while I gesture. I retract my hand and briefly glance at the guitar, followed by a look at Nicous. Shure adds, ""Then after that is cm."" I glance at the guitar again while talking to Nicous, explaining, ""This is how it's pressed."" I shift my gaze back to the sheet music. Katrina gasps, and I briefly look at the guitar again before turning back to the sheet music. Katrina then says, ""This song is also very nice to hum."" I continue looking at the sheet music and resume playing, changing the tune. Nicous interjects with, ""Let me tell you something fun,"" and proceeds to share a story, ""I was at that KTV at the time."" Tasha then says, ""Then I want this."" Nicous continues his story, ""I want to record 'Love River Sister' with my partner, but I recorded it wrong."" He then talks to Katrina, and I glance down at my guitar as Katrina sways to the music. Finally, I listen to Nicous singing. [current_only rank=2 source=Shure D4 17:5...","[history_only rank=1 source=Shure D4 13:38:00.00-13:38:30.00 30sec] sitting at a table with several people, I initiate a conversation by asking, ""What is company strategy?"". Jake responds with, ""I remember the company strategy,"" to which I reply with a disagreeing head shake, stating, ""No, it shouldn't be 60."" Nicous, sitting across from me, starts speaking as I look in his direction, and another person chimes in with ""Seriously..."" and begins sharing their experience, saying, ""Let me tell you guys, I felt like handing in my test early."" I then interject with ""And then?"". Nicous continues speaking, mentioning, ""Before the test, I really didn't know anything. I had time to review, but I got too distracted. Got too distracted. So I didn't review at all."" I then state, ""I distracted him,"" and while he is speaking, I lightly touch his leg, followed by a ""Hahaha."" Nicous proceeds with his story, noting, ""During the test, I handed it in after thirty minutes. I was just like you, didn't attend classes."" Throughout Nicous's story about his exam experience, I occasionally adjust my eyes, and turn my head to the right, and then to the left, and then to the right again, listening to his monologue. [history_only rank=3 source=Lucia D4 13:38:30.00-13:39:00.00 30sec] Day 4 continues with a lively conversation around the table. I'm listening to a stranger recount his experience of never at...",contact_sheets/VA_CONTROL_005.png,,frames_missing,,,,,,
